codigo_mes,mes,codigo_ca,comunidad_autonoma,codigo_provincia,provincia,codigo_municipio,municipio,total_paro_registrado,Paro_hombre_edad___25,Paro_hombre_edad_25__45,Paro_hombre_edad___45,Paro_mujer_edad___25,Paro_mujer_edad_25__45,Paro_mujer_edad___45,Paro_Agricultura,Paro_Industria,Paro_Construcci__n,Paro_Servicios,Paro_Sin_empleo_Anterior
201809,Septiembre de 2018,12,Galicia,27,Lugo,27002,Alfoz,56,0,11,18,1,12,14,1,6,11,36,2
201810,Octubre de 2018,12,Galicia,27,Lugo,27002,Alfoz,48,2,10,14,1,9,12,1,3,9,33,2
201811,Noviembre de 2018,12,Galicia,27,Lugo,27002,Alfoz,50,1,8,13,1,13,14,1,2,7,38,2
201812,Diciembre de 2018,12,Galicia,27,Lugo,27002,Alfoz,52,1,12,14,2,10,13,2,4,7,37,2
201801,Enero de 2018,12,Galicia,27,Lugo,27013,Cervo,189,3,38,27,3,64,54,4,22,18,138,7
201802,Febrero de 2018,12,Galicia,27,Lugo,27013,Cervo,183,4,33,29,6,58,53,4,20,16,136,7
201803,Marzo de 2018,12,Galicia,27,Lugo,27013,Cervo,179,4,32,29,5,55,54,4,20,15,134,6
201804,Abril de 2018,12,Galicia,27,Lugo,27013,Cervo,181,5,35,28,4,59,50,5,19,15,137,5
201805,Mayo de 2018,12,Galicia,27,Lugo,27013,Cervo,174,2,25,28,4,61,54,5,18,14,131,6
201806,Junio de 2018,12,Galicia,27,Lugo,27013,Cervo,173,2,27,28,4,59,53,5,17,11,136,4
201807,Julio de 2018,12,Galicia,27,Lugo,27013,Cervo,147,1,25,25,3,47,46,4,17,10,110,6
201808,Agosto de 2018,12,Galicia,27,Lugo,27013,Cervo,145,0,26,22,2,52,43,4,20,9,106,6
201809,Septiembre de 2018,12,Galicia,27,Lugo,27013,Cervo,156,1,29,24,2,53,47,4,24,11,109,8
201810,Octubre de 2018,12,Galicia,27,Lugo,27013,Cervo,156,1,25,25,2,53,50,5,20,7,118,6
201811,Noviembre de 2018,12,Galicia,27,Lugo,27013,Cervo,144,1,29,22,3,44,45,3,19,9,107,6
201812,Diciembre de 2018,12,Galicia,27,Lugo,27013,Cervo,155,1,34,24,2,45,49,3,18,12,116,6
201801,Enero de 2018,12,Galicia,27,Lugo,27020,Friol,138,2,25,56,1,30,24,12,18,22,79,7
201802,Febrero de 2018,12,Galicia,27,Lugo,27020,Friol,133,5,20,56,0,29,23,11,17,23,74,8
201803,Marzo de 2018,12,Galicia,27,Lugo,27020,Friol,138,4,17,58,1,34,24,8,16,20,85,9
201804,Abril de 2018,12,Galicia,27,Lugo,27020,Friol,140,3,19,55,1,36,26,9,18,19,85,9
201805,Mayo de 2018,12,Galicia,27,Lugo,27020,Friol,127,3,13,55,0,30,26,9,15,18,75,10
201806,Junio de 2018,12,Galicia,27,Lugo,27020,Friol,134,4,16,55,1,32,26,10,15,18,81,10
201807,Julio de 2018,12,Galicia,27,Lugo,27020,Friol,128,2,19,50,0,31,26,8,12,17,83,8
201808,Agosto de 2018,12,Galicia,27,Lugo,27020,Friol,123,1,18,49,0,31,24,8,13,17,79,6
201809,Septiembre de 2018,12,Galicia,27,Lugo,27020,Friol,127,2,15,54,0,36,20,8,12,18,80,9
201810,Octubre de 2018,12,Galicia,27,Lugo,27020,Friol,126,4,20,49,1,34,18,10,9,16,81,10
201811,Noviembre de 2018,12,Galicia,27,Lugo,27020,Friol,127,1,23,54,1,31,17,8,13,18,79,9
201812,Diciembre de 2018,12,Galicia,27,Lugo,27020,Friol,137,2,22,62,3,33,15,11,13,21,81,11
201801,Enero de 2018,12,Galicia,27,Lugo,27029,Meira,57,2,11,11,0,23,10,4,5,4,40,4
201802,Febrero de 2018,12,Galicia,27,Lugo,27029,Meira,57,1,15,10,0,21,10,4,6,4,39,4
201803,Marzo de 2018,12,Galicia,27,Lugo,27029,Meira,56,1,13,11,0,22,9,4,7,4,37,4
201804,Abril de 2018,12,Galicia,27,Lugo,27029,Meira,58,0,14,13,0,21,10,5,8,4,37,4
201805,Mayo de 2018,12,Galicia,27,Lugo,27029,Meira,56,1,11,15,0,20,9,5,6,5,37,3
201806,Junio de 2018,12,Galicia,27,Lugo,27029,Meira,55,1,12,15,0,20,7,6,4,5,37,3
201807,Julio de 2018,12,Galicia,27,Lugo,27029,Meira,43,1,10,11,0,14,7,4,3,4,29,3
201808,Agosto de 2018,12,Galicia,27,Lugo,27029,Meira,44,1,9,11,0,16,7,3,4,6,28,3
201809,Septiembre de 2018,12,Galicia,27,Lugo,27029,Meira,49,1,14,10,1,16,7,4,3,7,31,4
201810,Octubre de 2018,12,Galicia,27,Lugo,27029,Meira,49,1,14,10,2,15,7,4,4,6,32,3
201811,Noviembre de 2018,12,Galicia,27,Lugo,27029,Meira,53,2,13,14,2,13,9,6,4,6,34,3
201812,Diciembre de 2018,12,Galicia,27,Lugo,27029,Meira,51,1,12,14,1,14,9,3,4,7,34,3
201801,Enero de 2018,12,Galicia,27,Lugo,27033,Muras,22,0,6,12,0,2,2,1,1,5,14,1
201802,Febrero de 2018,12,Galicia,27,Lugo,27033,Muras,26,1,6,13,0,2,4,1,4,5,15,1
201803,Marzo de 2018,12,Galicia,27,Lugo,27033,Muras,28,1,6,13,0,3,5,1,4,5,17,1
201804,Abril de 2018,12,Galicia,27,Lugo,27033,Muras,28,0,8,11,0,6,3,1,6,3,17,1
201805,Mayo de 2018,12,Galicia,27,Lugo,27033,Muras,24,0,9,8,0,5,2,0,6,4,13,1
201806,Junio de 2018,12,Galicia,27,Lugo,27033,Muras,18,0,5,6,0,5,2,0,3,4,10,1
201807,Julio de 2018,12,Galicia,27,Lugo,27033,Muras,14,0,2,6,0,2,4,0,2,4,8,0
201808,Agosto de 2018,12,Galicia,27,Lugo,27033,Muras,15,0,2,5,0,4,4,0,2,3,10,0
201809,Septiembre de 2018,12,Galicia,27,Lugo,27033,Muras,16,0,4,5,0,4,3,1,2,3,10,0
201810,Octubre de 2018,12,Galicia,27,Lugo,27033,Muras,15,0,3,5,0,3,4,1,3,2,9,0
201811,Noviembre de 2018,12,Galicia,27,Lugo,27033,Muras,17,0,3,8,0,2,4,1,2,2,12,0
201812,Diciembre de 2018,12,Galicia,27,Lugo,27033,Muras,16,0,4,6,0,2,4,0,2,3,11,0
201801,Enero de 2018,12,Galicia,27,Lugo,27038,Ourol,63,3,6,28,3,13,10,8,7,8,39,1
201802,Febrero de 2018,12,Galicia,27,Lugo,27038,Ourol,60,3,4,27,3,13,10,6,6,8,39,1
201803,Marzo de 2018,12,Galicia,27,Lugo,27038,Ourol,55,3,4,26,3,11,8,6,6,8,34,1
201804,Abril de 2018,12,Galicia,27,Lugo,27038,Ourol,51,2,3,22,2,13,9,6,5,6,33,1
201805,Mayo de 2018,12,Galicia,27,Lugo,27038,Ourol,49,1,4,21,2,12,9,6,4,6,32,1
201806,Junio de 2018,12,Galicia,27,Lugo,27038,Ourol,41,2,4,18,3,7,7,6,3,6,25,1
201807,Julio de 2018,12,Galicia,27,Lugo,27038,Ourol,43,2,7,17,3,7,7,5,3,5,28,2
201808,Agosto de 2018,12,Galicia,27,Lugo,27038,Ourol,48,3,8,15,2,12,8,5,6,4,31,2
201809,Septiembre de 2018,12,Galicia,27,Lugo,27038,Ourol,47,2,7,13,1,17,7,6,5,1,34,1
201810,Octubre de 2018,12,Galicia,27,Lugo,27038,Ourol,51,2,9,18,1,13,8,10,4,1,35,1
201811,Noviembre de 2018,12,Galicia,27,Lugo,27038,Ourol,56,2,10,22,1,12,9,10,5,2,39,0
201812,Diciembre de 2018,12,Galicia,27,Lugo,27038,Ourol,54,2,8,22,1,10,11,9,3,2,40,0
201801,Enero de 2018,12,Galicia,27,Lugo,27055,Samos,49,0,7,25,0,10,7,10,5,7,27,0
201802,Febrero de 2018,12,Galicia,27,Lugo,27055,Samos,50,0,10,24,0,10,6,10,5,7,28,0
201803,Marzo de 2018,12,Galicia,27,Lugo,27055,Samos,47,0,5,24,0,10,8,9,5,7,26,0
201804,Abril de 2018,12,Galicia,27,Lugo,27055,Samos,50,0,7,25,0,11,7,8,6,7,29,0
201805,Mayo de 2018,12,Galicia,27,Lugo,27055,Samos,46,0,6,24,0,7,9,8,5,7,26,0
201806,Junio de 2018,12,Galicia,27,Lugo,27055,Samos,44,0,7,22,0,6,9,7,5,6,26,0
201807,Julio de 2018,12,Galicia,27,Lugo,27055,Samos,45,0,4,23,0,7,11,7,5,6,27,0
201808,Agosto de 2018,12,Galicia,27,Lugo,27055,Samos,41,0,3,23,0,5,10,7,5,6,23,0
201809,Septiembre de 2018,12,Galicia,27,Lugo,27055,Samos,36,1,2,22,0,4,7,6,5,6,18,1
201810,Octubre de 2018,12,Galicia,27,Lugo,27055,Samos,38,1,4,22,1,5,5,6,6,6,19,1
201811,Noviembre de 2018,12,Galicia,27,Lugo,27055,Samos,45,1,10,20,1,9,4,4,7,7,26,1
201812,Diciembre de 2018,12,Galicia,27,Lugo,27055,Samos,44,2,8,21,1,7,5,4,6,7,26,1
201801,Enero de 2018,12,Galicia,27,Lugo,27059,Sober,114,5,16,37,0,28,28,5,19,9,71,10
201802,Febrero de 2018,12,Galicia,27,Lugo,27059,Sober,109,3,14,36,0,28,28,5,18,9,67,10
201803,Marzo de 2018,12,Galicia,27,Lugo,27059,Sober,106,3,11,38,1,27,26,3,19,10,65,9
201804,Abril de 2018,12,Galicia,27,Lugo,27059,Sober,112,3,14,39,1,29,26,3,19,11,69,10
201805,Mayo de 2018,12,Galicia,27,Lugo,27059,Sober,107,1,16,36,1,28,25,1,16,11,70,9
201806,Junio de 2018,12,Galicia,27,Lugo,27059,Sober,102,1,15,32,1,28,25,1,16,9,67,9
201807,Julio de 2018,12,Galicia,27,Lugo,27059,Sober,91,0,10,29,1,28,23,0,14,8,61,8
201808,Agosto de 2018,12,Galicia,27,Lugo,27059,Sober,93,0,9,30,2,27,25,0,16,9,60,8
201809,Septiembre de 2018,12,Galicia,27,Lugo,27059,Sober,95,1,11,27,2,28,26,0,14,7,65,9
201810,Octubre de 2018,12,Galicia,27,Lugo,27059,Sober,101,1,15,31,1,25,28,3,15,7,68,8
201811,Noviembre de 2018,12,Galicia,27,Lugo,27059,Sober,99,2,17,28,0,25,27,3,14,7,67,8
201812,Diciembre de 2018,12,Galicia,27,Lugo,27059,Sober,98,1,17,28,0,21,31,2,13,8,67,8
201801,Enero de 2018,12,Galicia,27,Lugo,27902,Burela,554,9,107,94,16,184,144,23,38,43,417,33
201802,Febrero de 2018,12,Galicia,27,Lugo,27902,Burela,550,11,111,89,15,186,138,23,37,46,412,32
201803,Marzo de 2018,12,Galicia,27,Lugo,27902,Burela,505,8,90,77,11,185,134,21,41,46,367,30
201804,Abril de 2018,12,Galicia,27,Lugo,27902,Burela,545,12,91,87,7,203,145,19,40,52,405,29
201805,Mayo de 2018,12,Galicia,27,Lugo,27902,Burela,544,13,91,86,10,201,143,17,41,44,410,32
201806,Junio de 2018,12,Galicia,27,Lugo,27902,Burela,534,13,81,84,10,202,144,17,36,40,407,34
201807,Julio de 2018,12,Galicia,27,Lugo,27902,Burela,493,12,71,73,16,192,129,17,32,34,372,38
201808,Agosto de 2018,12,Galicia,27,Lugo,27902,Burela,482,10,68,75,11,184,134,12,32,40,361,37
201809,Septiembre de 2018,12,Galicia,27,Lugo,27902,Burela,512,11,81,73,13,201,133,13,37,37,386,39
201810,Octubre de 2018,12,Galicia,27,Lugo,27902,Burela,516,14,87,75,10,192,138,20,37,41,387,31
201811,Noviembre de 2018,12,Galicia,27,Lugo,27902,Burela,558,17,98,80,12,212,139,24,38,41,422,33
201812,Diciembre de 2018,12,Galicia,27,Lugo,27902,Burela,521,14,93,81,10,188,135,22,34,40,392,33
201801,Enero de 2018,12,Galicia,27,Lugo,27057,Sarria,930,21,147,239,21,240,262,46,89,101,613,81
201802,Febrero de 2018,12,Galicia,27,Lugo,27057,Sarria,959,25,146,244,25,252,267,52,90,101,629,87
201803,Marzo de 2018,12,Galicia,27,Lugo,27057,Sarria,929,21,143,237,28,242,258,48,88,104,600,89
201804,Abril de 2018,12,Galicia,27,Lugo,27057,Sarria,897,20,139,232,29,228,249,43,83,98,585,88
201805,Mayo de 2018,12,Galicia,27,Lugo,27057,Sarria,839,14,117,224,26,226,232,36,73,88,558,84
201806,Junio de 2018,12,Galicia,27,Lugo,27057,Sarria,822,14,123,222,25,209,229,38,69,87,549,79
201807,Julio de 2018,12,Galicia,27,Lugo,27057,Sarria,790,16,112,217,19,204,222,36,70,91,523,70
201808,Agosto de 2018,12,Galicia,27,Lugo,27057,Sarria,787,16,112,222,19,190,228,38,78,86,515,70
201809,Septiembre de 2018,12,Galicia,27,Lugo,27057,Sarria,815,20,117,221,21,210,226,36,80,81,545,73
201810,Octubre de 2018,12,Galicia,27,Lugo,27057,Sarria,806,19,118,215,21,201,232,37,72,79,547,71
201811,Noviembre de 2018,12,Galicia,27,Lugo,27057,Sarria,828,17,116,212,22,225,236,39,70,78,575,66
201812,Diciembre de 2018,12,Galicia,27,Lugo,27057,Sarria,820,19,113,220,22,208,238,45,74,78,560,63
201801,Enero de 2018,12,Galicia,27,Lugo,27001,Abadín,73,1,11,42,1,9,9,9,9,17,36,2
201802,Febrero de 2018,12,Galicia,27,Lugo,27001,Abadín,74,1,10,42,1,11,9,9,10,17,36,2
201803,Marzo de 2018,12,Galicia,27,Lugo,27001,Abadín,73,2,11,43,0,9,8,9,9,18,35,2
201804,Abril de 2018,12,Galicia,27,Lugo,27001,Abadín,72,1,10,40,1,10,10,8,9,17,36,2
201805,Mayo de 2018,12,Galicia,27,Lugo,27001,Abadín,63,0,7,36,1,12,7,9,7,16,28,3
201806,Junio de 2018,12,Galicia,27,Lugo,27001,Abadín,68,0,7,35,1,18,7,8,7,13,35,5
201807,Julio de 2018,12,Galicia,27,Lugo,27001,Abadín,61,0,5,33,1,15,7,4,8,13,31,5
201808,Agosto de 2018,12,Galicia,27,Lugo,27001,Abadín,67,0,7,35,0,17,8,6,8,15,33,5
201809,Septiembre de 2018,12,Galicia,27,Lugo,27001,Abadín,69,0,9,36,0,16,8,6,10,13,34,6
201810,Octubre de 2018,12,Galicia,27,Lugo,27001,Abadín,62,0,8,33,0,13,8,6,10,12,28,6
201811,Noviembre de 2018,12,Galicia,27,Lugo,27001,Abadín,72,0,11,40,0,13,8,13,10,14,29,6
201812,Diciembre de 2018,12,Galicia,27,Lugo,27001,Abadín,67,1,7,41,1,10,7,11,10,15,25,6
201801,Enero de 2018,12,Galicia,27,Lugo,27004,Baleira,49,4,8,19,2,10,6,6,4,3,36,0
201802,Febrero de 2018,12,Galicia,27,Lugo,27004,Baleira,48,4,9,19,1,9,6,7,5,3,33,0
201803,Marzo de 2018,12,Galicia,27,Lugo,27004,Baleira,45,3,6,17,2,11,6,4,4,3,33,1
201804,Abril de 2018,12,Galicia,27,Lugo,27004,Baleira,40,1,4,16,1,12,6,5,3,2,30,0
201805,Mayo de 2018,12,Galicia,27,Lugo,27004,Baleira,42,1,7,16,1,11,6,5,3,3,31,0
201806,Junio de 2018,12,Galicia,27,Lugo,27004,Baleira,48,1,9,17,3,11,7,8,3,3,32,2
201807,Julio de 2018,12,Galicia,27,Lugo,27004,Baleira,44,1,10,16,3,8,6,7,4,3,28,2
201808,Agosto de 2018,12,Galicia,27,Lugo,27004,Baleira,41,1,8,17,3,8,4,7,4,3,25,2
201809,Septiembre de 2018,12,Galicia,27,Lugo,27004,Baleira,44,2,9,18,3,7,5,8,4,3,26,3
201810,Octubre de 2018,12,Galicia,27,Lugo,27004,Baleira,42,2,9,16,1,9,5,10,3,3,24,2
201811,Noviembre de 2018,12,Galicia,27,Lugo,27004,Baleira,46,1,11,19,2,8,5,8,3,4,29,2
201812,Diciembre de 2018,12,Galicia,27,Lugo,27004,Baleira,46,3,12,17,2,8,4,9,3,4,28,2
201801,Enero de 2018,12,Galicia,27,Lugo,27901,Baralla,97,3,18,33,3,20,20,7,8,10,62,10
201802,Febrero de 2018,12,Galicia,27,Lugo,27901,Baralla,97,4,16,34,2,18,23,7,7,11,63,9
201803,Marzo de 2018,12,Galicia,27,Lugo,27901,Baralla,94,4,12,34,2,18,24,7,7,11,61,8
201804,Abril de 2018,12,Galicia,27,Lugo,27901,Baralla,98,4,13,32,1,23,25,7,6,10,66,9
201805,Mayo de 2018,12,Galicia,27,Lugo,27901,Baralla,99,4,18,30,1,24,22,11,6,9,64,9
201806,Junio de 2018,12,Galicia,27,Lugo,27901,Baralla,102,4,15,29,1,25,28,10,7,9,67,9
201807,Julio de 2018,12,Galicia,27,Lugo,27901,Baralla,93,3,11,30,1,23,25,3,7,8,66,9
201808,Agosto de 2018,12,Galicia,27,Lugo,27901,Baralla,89,1,11,29,1,23,24,1,7,8,65,8
201809,Septiembre de 2018,12,Galicia,27,Lugo,27901,Baralla,102,6,10,32,2,26,26,4,7,9,69,13
201810,Octubre de 2018,12,Galicia,27,Lugo,27901,Baralla,102,4,14,30,1,27,26,5,8,7,71,11
201811,Noviembre de 2018,12,Galicia,27,Lugo,27901,Baralla,105,6,13,32,1,26,27,6,9,9,69,12
201812,Diciembre de 2018,12,Galicia,27,Lugo,27901,Baralla,95,4,13,33,1,22,22,4,8,11,61,11
201801,Enero de 2018,12,Galicia,27,Lugo,27007,Begonte,156,4,24,59,4,32,33,10,22,18,90,16
201802,Febrero de 2018,12,Galicia,27,Lugo,27007,Begonte,161,5,25,57,4,36,34,10,22,18,95,16
201803,Marzo de 2018,12,Galicia,27,Lugo,27007,Begonte,156,4,25,55,5,34,33,9,22,17,91,17
201804,Abril de 2018,12,Galicia,27,Lugo,27007,Begonte,149,5,20,48,2,37,37,9,20,16,89,15
201805,Mayo de 2018,12,Galicia,27,Lugo,27007,Begonte,145,5,20,45,0,34,41,8,18,16,89,14
201806,Junio de 2018,12,Galicia,27,Lugo,27007,Begonte,141,8,19,44,0,33,37,9,14,16,87,15
201807,Julio de 2018,12,Galicia,27,Lugo,27007,Begonte,131,9,11,40,2,35,34,9,13,12,82,15
201808,Agosto de 2018,12,Galicia,27,Lugo,27007,Begonte,132,8,12,39,2,35,36,9,12,13,81,17
201809,Septiembre de 2018,12,Galicia,27,Lugo,27007,Begonte,140,6,13,36,4,41,40,8,14,11,91,16
201810,Octubre de 2018,12,Galicia,27,Lugo,27007,Begonte,126,5,13,32,5,37,34,8,10,13,79,16
201811,Noviembre de 2018,12,Galicia,27,Lugo,27007,Begonte,127,5,14,36,4,33,35,7,10,16,78,16
201812,Diciembre de 2018,12,Galicia,27,Lugo,27007,Begonte,136,5,14,45,4,34,34,7,12,15,87,15
201801,Enero de 2018,12,Galicia,27,Lugo,27008,Bóveda,66,1,11,22,0,11,21,7,7,5,44,3
201802,Febrero de 2018,12,Galicia,27,Lugo,27008,Bóveda,73,1,16,22,0,12,22,7,8,5,50,3
201803,Marzo de 2018,12,Galicia,27,Lugo,27008,Bóveda,69,2,15,20,0,11,21,7,9,3,48,2
201804,Abril de 2018,12,Galicia,27,Lugo,27008,Bóveda,63,0,11,18,0,13,21,6,10,3,42,2
201805,Mayo de 2018,12,Galicia,27,Lugo,27008,Bóveda,65,1,12,18,0,13,21,7,10,3,43,2
201806,Junio de 2018,12,Galicia,27,Lugo,27008,Bóveda,63,1,12,17,0,11,22,8,8,3,41,3
201807,Julio de 2018,12,Galicia,27,Lugo,27008,Bóveda,51,2,8,16,0,7,18,4,7,3,34,3
201808,Agosto de 2018,12,Galicia,27,Lugo,27008,Bóveda,54,1,10,16,0,9,18,5,8,4,34,3
201809,Septiembre de 2018,12,Galicia,27,Lugo,27008,Bóveda,54,1,9,14,0,12,18,3,9,3,36,3
201810,Octubre de 2018,12,Galicia,27,Lugo,27008,Bóveda,54,0,10,16,0,11,17,4,8,3,37,2
201811,Noviembre de 2018,12,Galicia,27,Lugo,27008,Bóveda,46,0,9,16,0,6,15,2,5,4,33,2
201812,Diciembre de 2018,12,Galicia,27,Lugo,27008,Bóveda,48,0,8,18,0,6,16,2,4,4,36,2
201801,Enero de 2018,12,Galicia,27,Lugo,27023,Guntín,106,3,22,35,2,27,17,10,4,15,72,5
201802,Febrero de 2018,12,Galicia,27,Lugo,27023,Guntín,103,3,22,36,2,24,16,9,6,13,70,5
201803,Marzo de 2018,12,Galicia,27,Lugo,27023,Guntín,97,4,20,36,1,21,15,8,6,13,64,6
201804,Abril de 2018,12,Galicia,27,Lugo,27023,Guntín,95,4,18,37,0,21,15,9,5,13,62,6
201805,Mayo de 2018,12,Galicia,27,Lugo,27023,Guntín,89,3,20,37,0,17,12,10,3,14,56,6
201806,Junio de 2018,12,Galicia,27,Lugo,27023,Guntín,76,2,18,31,0,13,12,8,2,11,50,5
201807,Julio de 2018,12,Galicia,27,Lugo,27023,Guntín,75,2,19,30,0,12,12,7,2,12,49,5
