order_id,customer_id,product_id,quantity,list_price,revenue,order_date
2141,1990,7673,1,550.36,550.36,2021-03-25
2146,434,9177,1,937.08,937.08,2021-03-26
2178,1931,8617,1,377.8,377.8,2021-04-02
2184,537,3512,1,409.92,409.92,2021-04-03
2185,4952,4875,1,803.47,803.47,2021-04-03
2189,1289,9060,1,538.65,538.65,2021-04-05
2190,4028,6985,1,312.19,312.19,2021-04-05
2202,4397,7802,1,761.45,761.45,2021-04-07
2203,1696,7064,1,793.05,793.05,2021-04-08
2218,1587,5024,1,891.96,891.96,2021-04-11
2228,230,3484,1,70.72,70.72,2021-04-13
2231,3987,6549,1,485.29,485.29,2021-04-14
2233,3406,1855,1,824.54,824.54,2021-04-14
2241,1943,1844,1,794.51,794.51,2021-04-17
2242,1665,991,1,933.32,933.32,2021-04-17
2250,422,9549,1,276.28,276.28,2021-04-18
2252,1882,8571,1,789.85,789.85,2021-04-18
2261,3906,7254,1,629.71,629.71,2021-04-21
2268,4247,1233,1,918.59,918.59,2021-04-22
2274,4610,6918,1,197.69,197.69,2021-04-24
2290,3222,2126,1,354.05,354.05,2021-04-27
2293,3594,3142,1,233.25,233.25,2021-04-27
2313,831,3149,1,655.89,655.89,2021-05-01
2323,2086,8119,1,930.92,930.92,2021-05-03
2326,948,6081,1,86.84,86.84,2021-05-04
2345,810,684,1,799.76,799.76,2021-05-08
2346,2168,8934,1,45.81,45.81,2021-05-08
2350,1761,7836,1,18.78,18.78,2021-05-09
2353,2524,6734,1,729.56,729.56,2021-05-10
2361,2773,1308,1,693.41,693.41,2021-05-13
2364,2623,3265,1,547.57,547.57,2021-05-13
2371,913,8565,1,847.49,847.49,2021-05-14
2385,3880,6526,1,760.45,760.45,2021-05-18
2398,2093,6719,1,126.81,126.81,2021-05-21
2399,1299,403,1,648.92,648.92,2021-05-21
2406,165,304,1,250.09,250.09,2021-05-22
2409,4007,5541,1,907.59,907.59,2021-05-23
2414,4669,5055,1,606.59,606.59,2021-05-24
2415,3366,3431,1,605.29,605.29,2021-05-24
2416,2261,709,1,464.55,464.55,2021-05-25
2419,1424,2041,1,600.09,600.09,2021-05-25
2428,664,5734,1,257.48,257.48,2021-05-27
2430,729,4850,1,439.48,439.48,2021-05-27
2437,549,8981,1,929.95,929.95,2021-05-29
2476,2272,3624,1,612.67,612.67,2021-06-05
2480,3261,3753,1,746.55,746.55,2021-06-06
2489,4561,4746,1,53.75,53.75,2021-06-09
2499,3449,6743,1,547.59,547.59,2021-06-10
2513,4818,8444,1,786.17,786.17,2021-06-11
2516,871,9535,1,44.54,44.54,2021-06-11
2519,2942,8367,1,238.53,238.53,2021-06-11
2528,2487,7997,1,759.99,759.99,2021-06-12
2544,1110,6735,1,207.78,207.78,2021-06-16
2546,2480,933,1,419.46,419.46,2021-06-16
2555,2150,1089,1,141.37,141.37,2021-06-18
2556,39,1652,1,702.74,702.74,2021-06-18
2570,2398,3361,1,777.16,777.16,2021-06-21
2579,245,5047,1,211.07,211.07,2021-06-24
2602,3634,814,1,82.55,82.55,2021-06-29
2630,3518,7712,1,151.55,151.55,2021-07-07
2643,2675,8946,1,358.74,358.74,2021-07-10
2652,1158,737,1,603.12,603.12,2021-07-12
2672,2408,9864,1,543.69,543.69,2021-07-16
2674,4677,6433,1,166.44,166.44,2021-07-17
2688,4681,6714,1,243.61,243.61,2021-07-20
2693,3471,7647,1,435.41,435.41,2021-07-21
2702,742,7923,1,126.1,126.1,2021-07-22
2716,4991,7683,1,605.66,605.66,2021-07-25
2723,961,9126,1,93.27,93.27,2021-07-27
2725,4124,9132,1,387.73,387.73,2021-07-27
2737,3964,825,1,171.74,171.74,2021-07-30
2743,951,9746,1,196.07,196.07,2021-07-30
2747,2610,5004,1,611.44,611.44,2021-07-31
2765,1353,5448,1,992.88,992.88,2021-08-03
2794,2597,3247,1,823.53,823.53,2021-08-10
2796,2216,1976,1,941.88,941.88,2021-08-11
2820,559,4280,1,171.95,171.95,2021-08-16
2827,2844,4160,1,980.12,980.12,2021-08-20
2833,797,3725,1,759.05,759.05,2021-08-21
2839,1200,1698,1,884.29,884.29,2021-08-23
2856,4204,6656,1,246.38,246.38,2021-08-28
2862,1928,8518,1,963.35,963.35,2021-08-29
2866,511,1347,1,693.36,693.36,2021-08-29
2878,3908,9271,1,902.13,902.13,2021-09-02
2883,3046,6908,1,478.22,478.22,2021-09-03
2896,3550,7654,1,821.35,821.35,2021-09-06
2904,1743,8202,1,626.74,626.74,2021-09-07
2910,2857,1396,1,473.46,473.46,2021-09-09
2916,3129,6422,1,779.65,779.65,2021-09-10
2919,4986,827,1,554.08,554.08,2021-09-11
2923,2921,2835,1,68.19,68.19,2021-09-11
2938,2952,5567,1,137.84,137.84,2021-09-14
2946,1369,7662,1,510.09,510.09,2021-09-15
2951,4605,7319,1,414.76,414.76,2021-09-16
2958,1087,6473,1,857.35,857.35,2021-09-17
2961,2265,434,1,618.65,618.65,2021-09-18
2962,4506,2730,1,136.53,136.53,2021-09-18
2963,1452,5994,1,881.51,881.51,2021-09-18
2970,3394,2890,1,439.29,439.29,2021-09-21
2982,3385,4090,1,133.21,133.21,2021-09-23
2983,2265,7512,1,681.86,681.86,2021-09-23
2986,4839,946,1,465.36,465.36,2021-09-24
2987,1582,7252,1,692.02,692.02,2021-09-24
2997,1129,1230,1,654.65,654.65,2021-09-25
3008,2086,2797,1,229.52,229.52,2021-09-28
3018,2508,4222,1,545.99,545.99,2021-09-30
3034,4933,2038,1,555.71,555.71,2021-10-05
3041,4403,2496,1,791.97,791.97,2021-10-06
3046,1769,6709,1,937.32,937.32,2021-10-06
3048,4521,5354,1,179.7,179.7,2021-10-07
3051,4940,9580,1,952.84,952.84,2021-10-07
3059,222,1379,1,665.78,665.78,2021-10-08
3060,4903,332,1,903.49,903.49,2021-10-08
3084,3149,2749,1,910.93,910.93,2021-10-13
3089,674,9516,1,560.64,560.64,2021-10-15
3092,2417,8917,1,522.46,522.46,2021-10-16
3097,3489,6964,1,12.98,12.98,2021-10-17
3156,261,8567,1,304.19,304.19,2021-10-28
3158,2183,7604,1,231.79,231.79,2021-10-28
3160,3377,7835,1,977.49,977.49,2021-10-30
3181,637,2648,1,530.16,530.16,2021-11-03
3193,2774,5792,1,548.42,548.42,2021-11-05
3241,2172,6749,1,99.63,99.63,2021-11-18
3250,3942,9038,1,560.34,560.34,2021-11-21
3267,90,3654,1,360.57,360.57,2021-11-24
3279,1655,7909,1,379.28,379.28,2021-11-26
3285,1032,6558,1,938.63,938.63,2021-11-27
3287,793,2073,1,389.52,389.52,2021-11-27
3305,3812,4547,1,852.93,852.93,2021-12-01
3309,3640,6084,1,545.2,545.2,2021-12-02
3310,3870,6762,1,341.74,341.74,2021-12-03
3320,991,3906,1,727.3,727.3,2021-12-04
3325,2303,9630,1,812.76,812.76,2021-12-07
3343,1332,4927,1,906.1,906.1,2021-12-10
3355,4476,5791,1,312.67,312.67,2021-12-12
3360,3129,6178,1,628.68,628.68,2021-12-13
3375,3353,6779,1,233.49,233.49,2021-12-19
3380,3065,2250,1,877.98,877.98,2021-12-20
3383,3452,304,1,811.15,811.15,2021-12-21
3390,1906,2182,1,973.88,973.88,2021-12-23
3392,314,8071,1,325.33,325.33,2021-12-23
3447,3065,2800,1,708.09,708.09,2022-01-07
3450,2391,6299,1,52.62,52.62,2022-01-08
3451,4670,7591,1,584.37,584.37,2022-01-08
3475,3733,3529,1,330.91,330.91,2022-01-13
3503,423,4097,1,974.31,974.31,2022-01-20
3508,2079,3646,1,353.67,353.67,2022-01-21
3511,1941,8343,1,851.61,851.61,2022-01-21
3516,3775,4489,1,455.51,455.51,2022-01-22
3517,1890,5322,1,171.31,171.31,2022-01-23
3561,3396,1705,1,717.9,717.9,2022-02-02
3576,3053,6348,1,802.39,802.39,2022-02-04
3616,522,4579,1,919.73,919.73,2022-02-11
3632,3166,7356,1,797.76,797.76,2022-02-15
3637,3494,5990,1,770.16,770.16,2022-02-16
3649,409,7868,1,617.14,617.14,2022-02-18
3658,2404,4475,1,604.36,604.36,2022-02-19
3671,1424,2981,1,861.47,861.47,2022-02-21
3686,454,4383,1,149.44,149.44,2022-02-24
3692,1387,2895,1,638.67,638.67,2022-02-24
3696,2366,162,1,963.1,963.1,2022-02-25
3697,2344,5637,1,682.83,682.83,2022-02-25
3700,752,5855,1,674.02,674.02,2022-02-26
3721,884,667,1,234.65,234.65,2022-03-03
3725,884,3639,1,538.46,538.46,2022-03-04
3746,1599,2860,1,360.04,360.04,2022-03-09
3778,3945,9663,1,45.22,45.22,2022-03-16
3781,416,9268,1,454.41,454.41,2022-03-17
3789,349,3091,1,527.56,527.56,2022-03-18
3799,2698,798,1,540.54,540.54,2022-03-21
3805,1147,5767,1,115.63,115.63,2022-03-22
3812,4622,6265,1,669.74,669.74,2022-03-25
3824,901,8852,1,95.27,95.27,2022-03-27
3872,3196,1759,1,345.36,345.36,2022-04-08
3874,4027,2151,1,452.99,452.99,2022-04-08
3881,3673,114,1,716.09,716.09,2022-04-10
3883,2664,6733,1,62.46,62.46,2022-04-10
3889,2450,5902,1,689.51,689.51,2022-04-12
3929,4731,9805,1,127.64,127.64,2022-04-22
3930,1780,9640,1,538.58,538.58,2022-04-22
3936,3044,6358,1,911.79,911.79,2022-04-24
3966,2012,9947,1,712.3,712.3,2022-05-01
3982,3615,5538,1,577.82,577.82,2022-05-06
3983,2699,4756,1,259.8,259.8,2022-05-06
3985,4068,3895,1,938.8,938.8,2022-05-06
3999,4933,6194,1,696.71,696.71,2022-05-08
4001,3966,6843,1,834.86,834.86,2022-05-08
4008,2257,667,1,162.65,162.65,2022-05-09
4014,2969,7740,1,137.04,137.04,2022-05-10
4016,2467,6479,1,689.73,689.73,2022-05-11
4024,3671,1302,1,523.64,523.64,2022-05-12
4064,3594,245,1,194.48,194.48,2022-05-22
4132,2686,4703,1,242.89,242.89,2022-06-08
4138,4195,1965,1,474.06,474.06,2022-06-11
4170,420,2633,1,724.17,724.17,2022-06-16
4191,2999,4240,1,334.62,334.62,2022-06-24
4210,4182,5554,1,145.08,145.08,2022-06-27
4229,3356,4620,1,16.39,16.39,2022-07-01
4234,2384,2903,1,407.11,407.11,2022-07-02
4247,628,5636,1,914.95,914.95,2022-07-06
4249,3481,2718,1,374.03,374.03,2022-07-06
4254,46,4227,1,200.12,200.12,2022-07-07
4259,3465,2634,1,338.02,338.02,2022-07-08
4260,3825,9182,1,28.29,28.29,2022-07-09
4294,4373,4806,1,298.83,298.83,2022-07-16
4299,4374,9950,1,239.21,239.21,2022-07-17
4308,2457,4319,1,209.99,209.99,2022-07-19
4311,2417,8840,1,639.81,639.81,2022-07-20
4329,56,2520,1,335.91,335.91,2022-07-23
4338,4345,351,1,873.93,873.93,2022-07-25
4364,2586,4539,1,341.71,341.71,2022-07-28
4371,3298,4586,1,92.81,92.81,2022-07-29
4372,1433,2935,1,749.85,749.85,2022-07-29
4373,4244,1242,1,773.19,773.19,2022-07-29
4387,4632,7458,1,11.73,11.73,2022-08-02
4392,4051,9559,1,165.14,165.14,2022-08-03
4396,3248,837,1,360.29,360.29,2022-08-04
4397,1773,9189,1,712.09,712.09,2022-08-05
4399,1035,8951,1,614.24,614.24,2022-08-05
4404,3068,1975,1,408.1,408.1,2022-08-06
4412,2895,3029,1,940.18,940.18,2022-08-09
4431,3369,7440,1,98.78,98.78,2022-08-14
4453,2640,1721,1,98.78,98.78,2022-08-21
4461,146,5272,1,18.92,18.92,2022-08-22
4463,3438,1636,1,80.24,80.24,2022-08-23
4476,663,434,1,384.48,384.48,2022-08-26
4477,1121,653,1,851.38,851.38,2022-08-26
4483,2882,8668,1,446.68,446.68,2022-08-28
4520,633,7819,1,398.94,398.94,2022-09-04
4533,4195,939,1,194.96,194.96,2022-09-07
4536,2194,2119,1,892.39,892.39,2022-09-08
4548,2653,4235,1,463.2,463.2,2022-09-10
4564,1158,2354,1,646.97,646.97,2022-09-14
4568,864,3686,1,438.26,438.26,2022-09-14
4578,4415,4370,1,81.53,81.53,2022-09-16
4588,965,7836,1,12.07,12.07,2022-09-18
4632,2359,6642,1,476.44,476.44,2022-09-28
4642,2538,2511,1,102.53,102.53,2022-10-02
4647,3084,7226,1,797.16,797.16,2022-10-03
4648,146,1715,1,830.06,830.06,2022-10-03
4660,4273,6718,1,358.35,358.35,2022-10-05
4661,927,1316,1,108.63,108.63,2022-10-06
4662,136,1567,1,959.18,959.18,2022-10-06
4668,1835,4278,1,758.92,758.92,2022-10-09
4688,386,998,1,127.15,127.15,2022-10-14
4692,1448,9448,1,853.62,853.62,2022-10-15
4706,2649,739,1,135.93,135.93,2022-10-19
4715,74,3362,1,429.53,429.53,2022-10-21
4718,3835,3109,1,757.45,757.45,2022-10-22
4721,467,3860,1,478.81,478.81,2022-10-23
4723,1366,7663,1,352.17,352.17,2022-10-24
4725,3297,5212,1,288.06,288.06,2022-10-24
4737,3334,1992,1,77.96,77.96,2022-10-27
4745,2909,530,1,22.68,22.68,2022-10-29
4747,1703,6345,1,190.66,190.66,2022-10-30
4749,2051,7573,1,934.9,934.9,2022-10-31
4762,3388,1694,1,698.54,698.54,2022-11-04
4769,1831,6858,1,99.65,99.65,2022-11-05
4773,2167,5605,1,468.24,468.24,2022-11-05
4791,2737,9358,1,101.26,101.26,2022-11-11
4812,3358,4938,1,870.17,870.17,2022-11-14
4826,2494,8196,1,115.18,115.18,2022-11-19
4827,209,5887,1,850.98,850.98,2022-11-19
4833,2939,479,1,600.5,600.5,2022-11-21
4874,3811,1177,1,650.1,650.1,2022-12-01
4893,3342,6011,1,452.74,452.74,2022-12-06
4894,3922,7574,1,598.67,598.67,2022-12-06
4920,4960,8011,1,463.16,463.16,2022-12-11
4923,4315,1765,1,994.75,994.75,2022-12-12
4924,3094,8945,1,930.69,930.69,2022-12-12
4928,2086,7067,1,908.05,908.05,2022-12-13
4951,3101,541,1,572.71,572.71,2022-12-18
4954,4465,8890,1,585.52,585.52,2022-12-19
4965,2762,7174,1,271.54,271.54,2022-12-21
4980,2606,9363,1,171.4,171.4,2022-12-24
4995,3343,8657,1,460.85,460.85,2022-12-27
6,1823,3648,2,57.67,115.34,2019-12-30
7,838,4160,2,179.95,359.9,2019-12-30
16,2549,9827,2,297.57,595.15,2020-01-01
24,3503,366,2,745.54,1491.08,2020-01-03
25,3457,4588,2,411.54,823.07,2020-01-03
31,279,7841,2,152.98,305.96,2020-01-04
35,2485,3067,2,258.37,516.74,2020-01-05
41,1683,1979,2,784.82,1569.64,2020-01-06
68,1326,7677,2,906.39,1812.79,2020-01-12
70,4345,5690,2,513.88,1027.76,2020-01-12
74,1480,5047,2,226.93,453.86,2020-01-15
77,4524,5848,2,367.36,734.71,2020-01-15
78,2642,9183,2,360.8,721.6,2020-01-15
80,1700,215,2,574.39,1148.79,2020-01-15
81,2931,4412,2,305.5,611.0,2020-01-16
86,3363,9923,2,460.46,920.91,2020-01-17
92,2443,4021,2,288.31,576.61,2020-01-18
97,4475,5391,2,508.96,1017.93,2020-01-19
116,2997,7108,2,752.01,1504.02,2020-01-23
129,3702,1733,2,340.58,681.16,2020-01-26
131,142,4751,2,403.09,806.17,2020-01-27
134,1797,8704,2,81.62,163.24,2020-01-27
135,3186,2608,2,696.05,1392.1,2020-01-27
146,1265,6186,2,132.89,265.78,2020-01-31
155,24,8702,2,964.61,1929.23,2020-02-02
169,2161,8925,2,762.62,1525.23,2020-02-05
172,2364,5953,2,769.83,1539.67,2020-02-06
181,4382,5195,2,795.8,1591.59,2020-02-08
226,3994,1639,2,582.09,1164.17,2020-02-17
228,4997,3008,2,835.3,1670.6,2020-02-17
233,1952,202,2,362.28,724.55,2020-02-18
247,4247,4581,2,194.83,389.66,2020-02-20
257,889,8517,2,396.3,792.61,2020-02-23
278,1814,2647,2,967.09,1934.18,2020-02-27
279,2275,174,2,781.99,1563.98,2020-02-27
311,4037,2257,2,247.19,494.39,2020-03-05
320,3954,6548,2,384.09,768.17,2020-03-07
323,303,622,2,744.59,1489.19,2020-03-07
334,412,575,2,788.91,1577.82,2020-03-09
336,2030,1744,2,519.36,1038.72,2020-03-09
339,4695,3269,2,281.42,562.84,2020-03-10
359,1664,6255,2,986.62,1973.25,2020-03-13
364,1811,4497,2,492.62,985.24,2020-03-14
365,3383,9401,2,102.63,205.25,2020-03-14
366,4592,643,2,227.22,454.44,2020-03-14
370,3306,7971,2,997.76,1995.53,2020-03-15
376,2880,9031,2,678.24,1356.47,2020-03-16
383,2372,1802,2,25.52,51.05,2020-03-18
387,4744,7257,2,859.71,1719.42,2020-03-19
392,1982,7548,2,244.02,488.04,2020-03-21
401,3933,8059,2,665.3,1330.61,2020-03-22
432,4782,4537,2,989.35,1978.7,2020-03-30
439,4473,8890,2,471.55,943.11,2020-03-31
452,1944,9060,2,85.26,170.52,2020-04-03
461,2377,3839,2,720.64,1441.29,2020-04-05
465,2958,4,2,562.79,1125.58,2020-04-07
468,3720,2612,2,172.09,344.18,2020-04-08
493,3802,6550,2,815.01,1630.01,2020-04-13
494,2726,8806,2,669.15,1338.31,2020-04-14
497,2150,7142,2,250.87,501.74,2020-04-14
500,3332,5068,2,623.83,1247.67,2020-04-16
501,1170,2375,2,74.55,149.1,2020-04-16
537,963,4945,2,634.69,1269.38,2020-04-25
548,753,7530,2,427.05,854.1,2020-04-27
561,1880,9607,2,124.54,249.08,2020-04-30
563,3716,5652,2,557.74,1115.48,2020-04-30
575,4821,7386,2,328.11,656.22,2020-05-02
582,3223,5877,2,113.53,227.06,2020-05-04
586,1915,5325,2,615.28,1230.57,2020-05-04
606,3328,3260,2,819.36,1638.71,2020-05-09
619,916,4037,2,808.65,1617.29,2020-05-12
623,2063,2091,2,61.16,122.31,2020-05-12
631,4413,7766,2,794.5,1589.01,2020-05-13
639,4970,351,2,788.62,1577.23,2020-05-14
643,2647,9860,2,991.16,1982.32,2020-05-15
644,3791,5756,2,442.95,885.91,2020-05-15
657,2818,2141,2,642.76,1285.53,2020-05-17
673,1834,7086,2,307.21,614.42,2020-05-21
